Elastic_Modulus (GPa),Load (kN),Length_of_Beam (m),X-sectional Width b (mm),X-sectional Height h (mm),Max Deflection (mm)
187,5,8,48,81,134.16588
134,3,12,59,110,123.160126
168,5,8,51,99,76.98302
141,4,5,65,108,10.826954
129,3,5,32,92,29.165411
196,4,13,55,82,369.63214
184,1,10,69,108,15.631542
199,5,7,53,85,66.19398
132,4,14,42,82,897.6754
101,5,14,33,105,888.9778
117,1,7,32,87,34.780876
188,3,6,54,86,25.088116
126,1,8,59,83,30.11294
101,2,13,37,80,574.12573
144,3,5,58,108,8.910653
111,2,9,56,86,92.19157
108,4,8,37,82,232.38223
146,5,14,50,100,469.863
132,4,15,41,101,605.2738
171,4,9,53,103,73.6112
125,5,12,38,96,513.9803
126,2,8,44,105,39.888607
143,2,15,38,94,373.88718
106,5,10,48,93,305.43167
131,3,14,39,89,571.399
161,4,9,69,106,55.09789
122,4,8,46,87,138.54617
154,2,5,69,95,6.8602405
184,4,6,66,90,24.398577
145,3,10,39,101,128.72548
102,1,6,63,99,8.66059
142,3,15,40,83,779.3857
184,2,5,65,89,7.4127407
172,5,14,35,102,536.9046
194,4,15,68,89,362.90515
191,3,10,59,84,112.289215
130,5,6,56,80,72.43733
140,3,12,69,101,130.21582
142,4,11,43,89,309.20837
142,4,11,61,97,168.36223
128,2,6,69,93,15.20253
193,4,15,36,103,444.53122
113,4,6,61,103,28.677006
197,3,6,70,100,11.7476425
153,3,8,55,90,62.596428
165,4,10,50,102,114.220894
137,4,11,57,108,135.30423
109,5,15,53,101,708.78955
139,2,7,62,83,34.803535
171,1,12,34,103,67.99814
143,3,11,34,90,281.6416
134,5,11,48,90,354.82526
104,4,15,31,105,904.29645
158,1,14,42,107,84.38522
142,5,8,40,86,177.14801
106,1,10,39,103,55.342384
195,3,10,57,80,131.78981
187,3,6,62,85,22.75228
200,4,6,46,101,22.787767
166,1,14,34,85,197.91574
179,2,15,58,109,125.51144
192,2,14,49,94,175.57927
100,2,14,62,100,221.29031
138,4,5,42,97,23.630148
124,1,8,35,107,24.075146
133,4,11,38,110,197.86307
101,4,9,62,81,219.05814
125,5,7,47,103,66.785866
155,5,14,68,100,325.42697
149,4,6,34,103,39.019066
143,3,14,36,91,530.49664
121,1,11,45,107,49.884865
105,1,5,36,90,11.34046
178,4,7,47,98,43.56102
146,1,12,61,93,60.304848
110,1,6,33,110,11.176584
127,1,8,68,109,11.445054
177,5,9,35,90,201.77563
165,5,15,30,91,1130.9786
127,2,15,58,89,324.96912
107,5,12,61,110,248.6349
142,3,11,50,81,264.56107
154,4,6,62,104,20.111355
191,2,10,41,96,72.16707
192,5,14,40,87,678.2271
158,1,14,68,109,49.303596
180,2,5,47,81,13.901273
142,2,11,32,88,214.91252
119,3,6,64,103,19.465984
143,4,12,62,92,250.29523
178,2,5,35,92,12.883341
118,3,8,33,106,82.797585
173,1,15,43,91,150.51337
191,2,13,57,97,110.554565
192,2,6,38,94,17.821957
150,1,6,35,81,19.354385
147,2,15,40,81,540.0219
153,1,9,50,102,22.449444
122,4,7,61,81,86.72601
135,4,14,65,103,286.17078
110,1,11,54,87,85.0695
196,4,7,30,83,102.01933
118,2,6,42,91,28.918001
104,4,11,50,86,402.41983
113,2,6,45,100,21.238937
140,3,8,57,93,59.824554
127,3,6,64,88,29.247131
140,5,11,70,106,142.5425
163,2,6,59,95,13.098252
194,2,12,56,102,74.94169
126,3,8,30,103,92.966774
182,3,8,30,85,114.52012
109,3,6,37,96,45.401802
125,3,14,44,101,363.17722
169,4,15,58,85,560.6635
108,2,11,32,109,148.69447
102,1,13,32,81,316.6393
154,5,11,50,102,203.60893
120,4,15,33,97,933.8205
133,3,6,47,97,28.39555
149,1,11,33,103,61.930725
137,1,6,52,96,8.56754
164,3,9,54,88,90.59478
194,3,12,34,99,202.49707
125,3,13,40,105,284.67767
179,1,14,30,93,158.81847
123,1,10,40,107,41.47855
125,5,10,52,104,170.96083
189,1,6,60,100,4.7619047
191,5,7,50,106,37.69495
175,3,9,59,100,52.954
147,2,12,39,94,181.44635
123,5,6,63,83,60.93739
161,4,13,69,89,280.53372
143,2,13,35,86,345.06476
198,2,5,32,85,16.062313
110,5,9,70,92,151.97893
149,4,12,39,97,325.81995
161,4,13,36,83,662.9296
158,2,9,52,83,77.58947
123,3,14,68,105,212.55116
149,3,10,32,110,118.18082
104,5,13,40,108,524.0533
145,2,7,43,82,49.886852
194,1,15,52,84,141.11424
122,3,12,42,104,224.85153
197,2,8,35,110,27.895082
200,3,12,33,99,202.37434
171,4,5,49,102,14.057798
115,3,9,46,103,94.58482
172,1,9,56,94,22.780722
129,3,14,51,92,401.71866
200,3,11,47,108,84.30245
184,5,8,62,89,79.57936
151,1,9,62,83,34.045887
134,2,13,35,80,457.46436
180,1,10,57,109,18.815386
116,3,8,66,103,45.900524
100,2,13,69,95,185.68642
157,4,15,67,101,311.4119
103,3,12,56,96,253.96042
155,5,13,66,102,252.96701
135,4,5,30,87,46.870247
132,2,15,56,98,242.55128
132,4,14,31,110,503.81418
180,4,13,54,98,240.15164
153,1,8,70,91,15.859751
188,1,5,70,98,2.5229924
159,3,5,50,89,16.72762
149,5,12,70,109,159.91527
172,2,14,61,94,157.43896
197,1,7,48,107,7.4024477
122,5,7,46,81,143.75781
170,2,12,55,82,167.59482
104,2,5,48,89,17.759691
102,3,14,33,104,543.5397
189,2,8,49,90,37.918797
152,3,10,40,97,135.15823
167,5,9,65,85,136.69447
197,4,5,67,90,12.990966
118,1,11,32,82,159.82492
154,4,10,32,94,244.31252
114,3,6,35,107,33.14292
112,5,7,37,110,77.73316
190,2,8,36,102,35.268204
140,1,8,48,98,20.23776
129,1,7,43,88,22.684435
200,5,10,33,93,235.46005
182,5,7,33,98,75.84738
161,1,8,31,89,36.379135
121,5,6,45,92,63.6799
127,2,8,37,99,56.147312
188,1,9,56,109,13.367252
142,5,7,47,87,97.557396
173,5,7,36,81,129.53899
150,1,15,46,98,129.92313
145,2,13,68,105,96.23993
124,3,11,33,81,459.038
111,1,6,55,86,13.906337
136,1,11,51,102,45.20729
186,3,5,52,105,8.373116
182,1,14,42,88,131.6908
104,5,13,66,83,699.72675
179,4,8,50,84,96.518166
172,4,8,47,85,103.13044
163,5,13,36,98,497.24646
111,1,12,31,110,94.32374
200,2,13,47,83,204.37978
175,1,14,54,95,84.668434
185,2,6,40,106,12.253904
160,4,5,32,96,27.594744
156,3,9,31,105,97.664024
161,5,11,42,99,253.5755
191,4,15,50,93,439.36108
115,4,7,30,85,161.88933
148,4,12,57,97,224.43573
160,4,9,52,101,85.0433
187,1,11,39,91,60.54631
102,1,6,55,95,11.226907
169,4,7,70,92,37.23453
124,2,15,65,106,175.78879
180,3,8,47,96,51.30352
116,2,15,32,92,583.8111
124,5,12,48,90,497.80963
149,4,13,31,108,377.5816
185,5,8,42,90,112.98776
124,5,7,35,93,122.819
152,3,6,66,102,15.216928
158,2,11,46,104,81.40164
166,2,8,34,89,64.34028
141,1,11,58,109,31.418936
189,5,7,59,106,32.282917
149,4,14,42,106,368.1552
188,1,15,49,109,70.726204
165,5,15,58,97,483.01062
186,4,12,41,80,442.5649
187,1,14,53,84,116.78008
134,1,14,48,101,103.51754
196,4,13,41,81,514.4404
149,2,13,36,101,198.76833
154,5,10,31,100,261.83496
160,5,7,40,81,126.057625
106,1,5,46,84,10.813056
178,2,12,42,89,163.93604
100,1,14,66,109,80.260284
127,2,15,33,86,633.0394
165,3,14,56,101,216.1769
133,4,14,37,92,716.0894
117,1,12,30,94,148.1812
163,3,12,34,90,320.78268
133,5,5,50,84,39.642452
159,5,9,63,95,106.10335
165,5,10,46,107,134.43642
120,3,8,60,81,100.35608
159,1,12,63,107,35.20422
120,5,10,40,80,508.62628
100,3,13,70,95,274.55066
130,5,7,38,103,79.42652
141,2,14,41,103,217.1898
127,2,11,30,83,305.48422
178,4,11,59,91,168.1829
129,1,5,59,110,3.084823
141,3,15,69,81,489.5666
180,5,13,45,97,371.48376
186,2,11,52,105,59.437954
156,5,10,70,100,114.46886
180,2,15,70,107,109.32561
108,5,12,67,96,337.39722
148,3,12,50,104,155.69449
132,4,9,61,84,152.75165
195,3,12,66,95,117.45071
185,1,13,63,92,60.51936
194,3,13,70,86,190.7639
159,4,10,53,98,126.08075
161,5,12,59,90,311.92368
131,5,7,51,100,64.17453
184,2,15,50,82,332.67056
161,4,7,39,81,102.78945
184,4,9,34,109,89.9811
171,5,5,48,106,15.983249
174,4,14,59,91,354.69794
154,4,6,51,110,20.662592
184,4,14,48,100,310.6884
146,4,10,33,102,195.58371
105,5,9,39,85,362.34882
190,5,14,53,110,255.9096
181,5,6,46,88,47.586014
180,4,8,59,105,41.646408
103,2,15,65,108,200.0884
200,5,12,35,89,437.70923
131,4,11,65,100,156.3124
157,5,10,50,108,126.4064
186,1,5,32,86,8.2545185
107,1,11,66,93,58.578938
187,3,15,44,90,422.00073
118,3,15,61,93,437.19415
110,4,7,35,92,114.41156
117,1,8,44,89,35.269672
186,3,15,65,102,197.29143
169,2,11,52,107,61.816822
148,5,8,63,108,54.4887
126,4,8,70,106,48.739803
180,4,13,67,80,355.8056
157,3,10,45,100,106.15711
186,5,11,36,84,419.213
137,3,13,46,99,269.4681
115,4,15,30,97,1071.8634
179,4,9,58,88,103.03825
125,3,5,48,93,19.425453
122,5,13,60,100,375.17075
120,1,9,50,88,44.57263
173,2,11,69,108,44.25696
186,2,5,35,108,7.6212773
138,4,6,66,96,26.805077
126,2,12,32,107,174.92099
187,1,15,35,82,233.80972
145,5,7,60,99,50.790127
175,4,9,64,82,118.05053
150,3,6,40,99,27.826475
160,2,11,36,80,225.66054
110,1,13,69,84,122.0929
118,4,6,53,97,37.842575
144,3,12,69,106,109.51556
160,2,6,41,105,14.221717
176,3,14,47,81,468.14435
128,5,10,30,105,281.1971
179,1,8,52,91,18.248594
186,2,5,66,102,4.7975845
177,4,13,35,88,520.4041
195,4,8,52,101,49.008106
174,2,8,30,106,41.17673
169,2,5,67,89,7.8297606
123,2,12,70,93,124.75609
109,2,14,34,86,582.0407
162,3,13,56,93,225.80806
120,4,11,30,84,623.78894
161,4,9,68,85,108.42663
121,2,8,46,96,51.9856
110,3,11,30,84,510.3728
163,5,15,48,108,428.03934
180,5,6,34,107,36.01314
109,4,14,66,106,320.25513
162,1,15,38,85,223.18161
187,1,12,50,80,90.24065
120,2,8,33,107,52.77077
164,4,7,35,82,108.377884
110,5,10,60,108,150.34702
198,1,7,56,106,6.4932675
145,1,10,35,99,50.76897
141,1,9,58,93,27.705858
123,2,12,32,88,322.11478
170,2,12,43,97,129.50339
108,5,12,57,80,685.307
165,4,10,53,107,93.34453
112,1,12,52,93,92.217545
151,4,12,31,80,720.9998
108,5,5,64,100,22.605614
148,1,10,69,93,30.435495
179,5,11,30,91,411.1399
128,4,9,34,102,157.84766
154,4,13,43,89,470.6205
196,4,14,36,108,308.71252
187,3,15,54,110,188.3309
152,1,13,46,102,74.02325
173,3,11,57,107,82.635574
147,5,11,36,97,344.47128
128,4,8,67,88,87.60667
144,2,8,45,98,41.974617
167,1,12,45,93,71.467064
120,2,8,47,97,49.733112
156,4,6,69,105,17.334534
184,5,10,60,99,116.69046
150,1,6,37,82,17.646526
190,2,9,48,82,72.48717
171,3,5,40,107,11.188293
184,4,14,58,106,215.88411
198,3,11,38,106,111.39686
174,2,12,69,85,117.18139
175,5,5,37,81,45.40725
193,5,10,61,82,192.56676
100,2,7,33,103,47.559635
132,1,11,36,104,62.250324
123,4,6,31,92,72.748405
108,2,9,46,85,119.470085
107,3,13,41,94,452.20996
186,3,15,59,84,389.16357
146,2,9,68,90,50.36261
191,2,10,61,93,53.352894
136,4,6,33,91,63.86703
161,4,8,55,94,69.614204
167,5,12,46,99,289.78366
127,2,10,36,90,150.01555
170,5,13,32,86,793.68066
177,3,7,55,101,25.648106
110,2,8,55,94,50.94494
149,2,9,63,83,67.91042
138,5,9,40,92,211.99957
187,2,6,54,97,11.718532
159,2,9,35,94,78.85854
186,4,9,70,110,42.066708
161,4,12,32,82,608.31195
193,3,8,45,86,69.51301
189,5,6,32,101,43.329918
196,3,9,53,93,65.434685
136,1,15,44,108,111.93114
137,1,9,65,97,22.424274
127,1,11,43,103,55.76147
156,3,13,41,91,341.86816
102,3,9,30,106,150.02022
181,2,14,45,99,173.60307
105,2,14,48,99,280.55496
103,5,5,62,102,23.05635
162,4,15,51,106,342.98172
127,1,6,62,87,10.414553
114,4,12,49,94,372.44254
139,4,13,60,103,241.07509
192,2,7,31,85,46.91853
130,1,10,69,82,50.548237
109,3,11,46,99,205.18681
182,4,12,57,86,261.87988
151,2,10,44,88,110.43134
166,2,14,52,101,154.26897
172,1,13,36,81,166.91066
122,1,15,55,83,219.91609
113,1,9,43,104,33.344223
175,1,6,69,98,4.7514744
116,1,6,50,101,9.03653
176,1,10,55,95,30.122698
181,3,14,55,90,283.58063
196,2,8,65,102,18.935205
119,4,15,70,89,574.7232
123,1,8,30,91,46.03196
200,1,15,57,97,81.09494
160,1,8,59,94,16.325045
159,5,7,45,110,45.021133
162,4,10,37,102,157.21094
155,1,5,31,107,5.3089094
172,5,14,61,82,592.91754
114,5,9,30,92,342.17474
158,1,5,48,104,3.6631246
130,4,10,54,99,146.81056
132,5,7,45,104,64.16788
163,3,13,63,109,123.903534
150,5,8,55,109,59.90272
102,1,5,48,106,5.35909
128,2,14,55,95,227.30586
196,2,5,40,91,10.578882
103,4,9,53,102,125.83861
154,5,12,63,99,229.44939
106,1,14,61,92,136.24635
107,3,14,50,93,478.23654
114,1,14,48,85,204.13676
103,5,12,38,110,414.62442
131,5,13,54,82,704.0985
147,4,8,44,106,66.46337
173,3,5,40,83,23.693592
104,4,15,62,97,573.5001
183,4,12,63,100,149.8829
147,3,9,48,87,117.67182
190,5,15,63,102,332.11548
168,2,10,35,98,90.347145
176,2,14,35,96,251.74432
180,4,9,38,90,146.19884
112,5,12,55,89,497.39685
179,4,14,41,110,280.91125
188,3,12,35,96,222.62062
172,5,15,41,99,616.5466
113,5,12,36,87,806.33417
149,3,13,69,101,155.55783
189,4,15,52,105,296.64752
105,4,12,35,81,884.77185
142,2,14,34,97,311.36633
125,5,13,44,98,530.5168
115,2,14,58,99,211.99356
148,1,9,61,99,20.805126
111,3,9,43,105,98.95311
159,3,7,53,107,24.919025
127,2,8,61,82,59.932842
181,4,13,70,99,178.7096
153,4,9,67,84,119.984024
166,3,13,53,94,225.48819
176,4,15,30,105,552.1688
143,3,12,48,92,242.47346
151,1,6,51,80,13.695462
135,2,6,61,104,11.65897
163,5,13,38,93,551.21375
146,1,10,32,85,87.132545
167,3,12,56,104,123.1971
160,1,12,54,102,47.11612
161,5,12,55,84,411.55447
119,5,9,30,105,220.49635
157,2,14,32,91,362.3934
200,2,12,70,94,74.30228
140,1,8,62,89,20.918003
150,2,11,31,93,177.92879
173,1,8,59,97,13.740314
163,3,6,60,96,18.72244
116,5,12,60,101,301.21762
187,3,8,68,95,35.221664
128,1,12,50,81,127.01316
151,1,12,54,109,40.910385
146,4,10,30,100,228.31049
194,2,11,46,104,66.29617
188,4,7,68,103,24.553627
123,3,5,40,89,27.029385
103,5,13,38,80,1370.406
134,1,15,45,108,111.07727
133,2,11,30,104,148.27747
180,2,15,37,97,277.6223
159,3,13,45,95,268.603
147,2,12,49,82,217.54985
113,2,14,50,89,344.4575
174,1,5,62,81,5.4507217
114,4,10,46,101,185.08585
140,1,12,45,91,90.99531
119,2,14,59,91,259.317
105,1,12,44,102,88.11326
142,1,10,48,99,37.801136
165,4,12,69,91,201.41254
146,3,14,60,89,333.25082
133,1,5,70,107,2.7399902
150,5,15,61,106,387.1195
151,3,10,30,89,234.85133
189,2,10,42,88,92.42956
100,3,6,52,105,26.911863
101,3,14,36,84,954.9566
138,1,9,33,110,30.06744
125,3,8,55,82,101.30176
123,3,7,57,110,27.567497
192,5,12,39,83,504.49127
176,2,14,62,98,133.58923
195,5,7,42,93,65.08358
132,1,7,55,81,22.225033
196,4,9,44,104,75.14823
179,5,8,61,106,49.212963
116,4,12,45,82,600.3876
163,3,12,41,84,327.1867
108,5,5,34,98,45.21048
184,5,8,49,81,133.57063
116,3,15,62,98,373.94446
188,2,11,56,106,53.074337
162,4,12,34,82,568.99475
169,2,12,32,82,289.75806
196,1,9,49,96,21.448734
120,5,13,36,85,1035.1411
189,2,9,58,93,41.338898
139,5,15,51,84,1004.063
109,5,11,63,93,301.2119
150,5,13,40,102,431.30878
173,5,14,54,101,356.361
166,3,5,58,101,9.450854
128,3,11,60,87,197.38782
198,1,12,56,80,76.09578
178,5,6,41,104,32.889698
173,4,7,37,97,58.71257
125,3,5,64,93,14.569091
182,2,15,65,108,113.23685
116,1,8,43,85,41.785606
125,3,7,53,82,70.42518
193,4,6,55,93,25.297926
109,3,12,55,92,277.621
171,4,10,62,110,70.86538
185,1,7,33,88,20.611065
190,1,5,67,101,2.3826349
176,1,15,46,90,142.9604
141,3,14,62,100,235.41525
191,4,12,33,99,282.54712
159,3,9,56,103,56.194267
106,1,14,33,98,208.36563
175,5,7,44,86,87.54232
104,2,12,54,96,173.88934
105,2,8,65,101,36.406017
140,3,11,69,99,106.50171
166,3,9,57,104,51.36956
171,3,9,30,98,113.23826
178,5,10,51,89,195.32138
139,2,7,31,97,43.608624
134,3,9,66,98,65.68434
181,2,12,43,110,83.40434
123,5,8,35,97,162.88895
152,1,8,62,101,13.182888
186,1,9,35,104,24.8878
194,3,11,55,98,99.40235
175,1,11,35,103,49.716473
162,2,7,63,95,19.599173
187,1,10,68,80,38.398964
148,3,12,70,108,99.30566
167,1,13,57,107,47.100708
194,2,9,49,80,74.89102
178,1,7,58,91,11.022038
163,2,9,55,89,57.67362
168,1,6,58,94,6.67226
184,4,11,57,99,130.79156
148,4,12,58,81,378.7904
108,2,10,49,85,153.84854
146,1,8,45,104,17.319868
189,3,15,64,106,175.70157
129,5,7,44,99,77.84956
104,3,5,65,108,11.009138
166,3,15,43,96,400.81573
137,3,5,56,92,15.692756
135,1,10,53,100,34.9406
198,1,8,39,93,20.607786
178,1,8,68,92,13.580556
126,1,13,38,90,157.35785
198,1,10,51,80,48.35425
198,4,12,42,88,304.91672
188,5,12,57,109,155.64728
195,3,12,55,82,219.16245
167,5,15,65,103,355.66592
153,2,14,63,101,138.15225
108,4,14,37,101,666.49133
173,4,6,37,106,28.332726
155,4,13,39,99,374.56583
199,3,7,55,105,20.303537
196,3,7,35,102,35.33709
153,1,14,43,108,82.77381
159,3,10,38,84,209.43184
198,1,12,67,93,40.48507
137,3,6,50,104,21.024437
121,2,13,60,105,130.706
133,4,10,57,102,124.30054
193,4,14,47,84,510.37698
171,3,8,55,98,43.380466
132,1,13,54,98,81.86988
137,2,9,30,104,78.841644
196,2,13,40,82,254.12209
125,4,5,62,103,14.760349
107,5,15,49,87,1221.9296
132,5,10,67,85,230.14656
184,2,6,40,110,11.024729
146,2,14,68,85,225.02747
103,1,11,47,109,53.076645
141,4,6,65,92,30.266191
131,5,14,35,104,665.0507
140,2,7,50,103,22.420969
172,2,7,60,86,26.12697
129,1,13,30,101,137.75107
114,4,10,49,97,196.148
168,1,13,52,104,55.893
165,5,7,61,107,34.77275
164,4,12,50,98,223.89876
143,2,7,39,95,35.866802
153,5,10,36,82,411.5992
182,5,15,64,81,681.51807
196,4,10,69,81,139.13608
164,1,9,64,104,15.436317
167,4,9,56,93,96.91125
115,1,11,58,94,60.06323
186,1,6,42,99,7.124033
186,4,5,33,109,15.72547
112,2,12,38,91,269.394
111,1,8,63,93,22.756086
104,5,5,67,108,17.800846
191,3,10,59,95,77.625626
162,1,6,57,86,9.194086
133,4,6,52,82,56.644432
145,4,12,56,85,346.5221
143,2,15,49,86,378.63113
194,1,14,67,90,72.39691
190,2,6,38,103,13.689101
144,4,5,34,99,26.312555
126,4,10,47,110,126.86842
190,4,15,61,109,224.8593
181,3,11,43,98,136.27432
143,5,11,55,108,167.92604
197,2,7,30,88,42.582253
106,1,11,59,101,51.641167
165,3,13,60,90,228.31194
155,3,7,36,92,59.20491
179,2,6,48,96,14.207438
140,1,8,68,89,19.072298
104,1,8,51,109,18.634893
174,1,9,56,81,35.19453
106,3,9,69,82,135.57895
193,3,6,65,84,21.787453
113,2,10,50,110,66.48804
123,2,11,62,95,101.784225
169,2,6,56,97,12.503564
196,3,11,68,104,66.58468
168,5,5,34,82,49.6124
133,1,12,61,110,40.005917
116,2,11,59,94,117.072395
170,5,15,34,94,878.76434
122,4,7,32,91,116.58968
113,3,6,62,92,29.694868
135,2,5,65,105,6.15269
167,5,8,70,102,51.58993
181,3,11,55,89,142.24205
155,1,5,68,95,3.4581084
183,4,12,47,108,159.48634
145,3,12,70,92,163.97418
172,4,11,63,104,109.19658
122,4,7,67,88,61.575996
129,1,8,34,100,29.183767
176,4,10,57,85,162.31389
119,4,5,53,98,21.057604
189,4,10,40,100,132.27513
147,4,13,70,87,324.23282
132,4,5,37,106,21.489027
102,5,8,32,80,382.9657
129,4,5,35,83,48.419243
162,5,8,48,80,160.75102
184,5,10,61,94,134.08455
185,3,12,52,83,235.61104
100,2,14,66,100,207.87878
124,3,13,53,83,438.48978
176,3,11,58,90,134.14395
179,5,13,49,101,303.89728
142,1,5,64,87,5.2218447
163,2,12,52,99,105.055115
118,1,7,51,80,27.829922
170,3,5,45,97,13.4274845
142,2,11,31,109,116.73968
156,1,13,36,100,97.80093
153,3,12,58,108,115.93493
136,2,7,59,88,31.363546
116,1,12,32,85,189.50429
182,3,6,58,101,14.895377
163,4,10,32,91,254.41238
190,5,13,67,93,268.20245
163,1,9,58,110,14.483512
182,3,12,40,108,141.31958
114,3,15,43,81,971.6428
160,2,9,65,91,46.509323
193,2,7,31,91,38.03829
191,5,15,47,102,442.8453
140,4,15,31,107,634.7939
119,1,12,53,95,79.88957
161,5,10,35,103,203.00392
157,3,15,69,85,380.47797
193,3,13,33,88,379.64008
136,2,9,33,99,83.70263
156,5,15,43,108,499.2516
180,4,5,52,101,12.961941
176,3,13,70,98,142.10272
137,1,12,42,94,90.39207
140,5,6,38,93,63.09621
194,3,6,54,110,11.61827
121,1,13,49,106,77.78055
196,5,10,33,81,363.65115
185,5,14,39,80,928.5127
166,2,5,67,109,4.3392797
125,1,15,39,80,338.04086
149,2,12,31,91,248.22278
138,2,11,70,91,91.42117
133,3,6,46,102,24.951979
112,5,9,42,91,257.06683
158,4,6,47,83,50.87033
138,3,7,38,109,37.880283
175,4,14,34,97,505.30307
157,2,5,69,88,8.466097
169,5,14,50,84,684.8565
192,2,7,50,94,21.508461
106,4,15,70,105,392.91803
117,4,11,32,94,428.01468
114,5,10,61,92,230.84041
128,1,14,42,110,95.870895
104,4,9,60,93,145.24261
110,5,14,62,88,738.00916
170,5,7,40,95,73.54013
177,3,8,41,81,99.56783
172,2,9,32,104,58.873394
137,5,15,34,84,1528.0813
165,5,7,30,110,65.07601
177,3,6,60,86,23.982536
191,5,14,43,88,612.83606
138,4,10,66,80,214.4406
191,5,15,36,106,515.146
160,3,15,38,84,702.4147
129,5,8,46,82,195.60994
129,3,12,38,102,249.13293
120,3,10,66,100,94.69697
184,4,9,56,93,87.95749
103,3,5,43,81,39.83002
120,4,15,37,91,1008.71063
160,1,10,56,110,20.963024
192,2,11,33,109,81.10608
164,2,12,39,88,198.22447
145,1,6,55,108,5.3751655
144,5,5,59,99,18.95396
112,5,8,46,101,120.570206
115,3,11,37,100,234.60635
135,2,7,70,90,24.894577
163,1,15,62,88,122.51421
180,3,6,33,97,29.882254
175,4,14,69,88,333.464
167,2,5,67,86,8.781999
125,4,11,60,88,260.41666
101,1,6,49,109,8.425523
132,5,15,66,80,945.7927
137,5,11,35,95,404.69577
177,4,13,61,83,355.87106
175,2,8,51,91,38.063396
147,2,11,42,80,210.52878
175,2,7,58,89,23.967794
134,1,9,46,109,22.831024
108,3,9,61,94,99.91982
194,1,12,39,81,107.439095
162,4,10,56,110,82.81689
182,1,6,65,106,3.832582
196,1,12,34,102,61.086926
193,2,5,46,89,9.986075
189,4,10,48,104,97.99342
189,2,10,51,97,56.835915
160,5,10,34,88,337.181
178,4,5,59,103,10.892468
157,5,14,60,94,438.389
107,2,10,31,103,137.9472
140,4,14,66,110,223.11772
126,1,6,38,81,21.221916
138,4,5,33,110,20.622387
111,5,13,64,108,306.87805
121,4,10,53,94,187.7393
136,1,15,54,90,157.59904
171,2,5,51,89,10.165851
170,3,5,36,86,24.08377
101,5,14,60,105,488.93777
120,5,10,70,85,242.31143
194,2,11,56,91,81.28944
158,5,13,31,102,528.3488
183,3,12,56,100,126.4637
128,5,7,49,86,107.47383
111,2,10,32,104,125.14025
100,2,8,46,87,84.51317
126,5,14,45,88,887.69354
191,5,10,70,92,120.064644
149,4,9,50,92,125.66311
178,4,7,45,84,72.24765
129,2,8,42,85,76.93858
163,5,7,45,100,58.452625
138,2,12,32,82,354.84863
196,1,7,31,104,12.546319
137,4,11,55,90,242.30772
199,2,5,57,87,8.367473
132,5,8,37,93,162.9129
140,5,12,30,102,484.6229
159,3,8,57,102,39.926266
142,4,6,55,88,40.58399
160,1,12,50,109,41.69791
151,2,9,33,100,73.148705
161,3,6,40,87,38.200706
174,3,7,63,89,33.288605
121,4,15,54,94,621.8865
152,4,10,66,82,180.78854
200,5,10,49,89,180.9314
140,2,9,35,93,92.48102
194,1,9,33,98,30.246395
185,2,7,33,106,23.586355
104,5,12,31,106,562.5241
104,1,11,62,85,84.030365
131,1,9,50,100,27.824427
140,1,5,42,87,8.070769
165,1,11,50,102,38.007004
110,3,6,53,98,29.523527
139,5,11,41,81,549.33136
149,5,6,47,83,67.42879
196,3,11,51,86,157.00653
122,4,7,44,104,56.804348
144,1,5,32,108,5.383519
200,2,13,45,86,191.89435
141,4,14,43,93,562.6621
131,4,15,51,82,916.2009
107,4,8,48,108,79.135925
199,3,11,59,83,148.69623
125,4,5,53,89,26.76419
129,1,12,55,106,51.122696
177,2,12,35,89,197.83467
178,1,5,37,109,3.6639438
186,5,13,39,110,284.43594
150,5,6,67,93,33.40018
195,5,10,67,100,95.67547
143,5,15,50,95,688.18774
108,1,7,49,105,13.997369
144,4,13,37,107,336.6003
136,4,9,32,96,189.3324
173,3,13,57,101,162.18335
198,4,8,48,90,73.89857
128,4,15,59,106,375.22708
199,2,10,52,109,37.310764
184,4,10,67,93,100.845955
123,5,14,61,88,670.828
100,5,12,30,84,1214.7716
160,5,15,42,80,1226.1527
124,5,6,48,98,48.19729
120,5,7,39,103,83.839096
122,3,6,30,85,72.07375
170,3,15,59,110,189.60773
162,4,13,40,98,360.22745
134,1,13,52,105,68.091675
163,1,7,53,107,8.102505
181,3,13,53,92,220.5837
106,4,6,48,85,69.12735
186,5,8,34,84,170.7459
107,1,10,36,90,89.027916
112,1,8,59,105,16.732933
178,4,9,54,106,63.67899
173,4,12,34,101,285.1377
126,3,7,34,90,82.37177
145,2,9,57,97,48.3214
130,5,7,44,95,87.42534
179,4,14,45,100,340.65796
180,1,5,47,101,3.5852177
173,5,5,64,88,20.70837
194,5,14,43,91,545.63196
174,5,5,65,81,25.99575
105,1,8,61,108,15.864251
